


❤️港台频道❤️,#genre#
哈哈炫动,http://221.213.91.64:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
哈哈炫动,http://221.213.91.241:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
哈哈炫动,http://221.213.90.25:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
哈哈炫动,http://221.213.90.25:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
哈哈炫动,http://221.213.91.36:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
哈哈炫动,http://221.213.91.36:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
哈哈炫动,http://221.213.91.38:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
哈哈炫动,http://221.213.91.64:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0
北京卡通,http://221.213.91.64:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
北京卡通,http://221.213.91.241:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
北京卡通,http://221.213.90.25:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
北京卡通,http://221.213.90.25:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
北京卡通,http://221.213.91.36:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
北京卡通,http://221.213.91.36:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
北京卡通,http://221.213.91.38:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
北京卡通,http://221.213.91.64:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0




👉数字专区👈,#genre#
搜狐剧场,https://hdl-vip-ws.qf.56.com/live/lc_11730.flv
黑莓动画,http://39.135.32.24:6610/PLTV/77777777/224/3221225710/index.m3u8?servicetype=1&IASHttpSessionId=OTT
爱情喜剧,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225669/.m3u8
超级电视剧,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225716/.m3u8
超级电影,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225717/.m3u8
超级体育,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225715/.m3u8
超级综艺,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225714/.m3u8
潮妈辣婆,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225685/.m3u8
动作电影,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225661/.m3u8
古装剧场,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225663/.m3u8
欢乐剧场,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225742/.m3u8
家庭剧场,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225677/.m3u8
金牌综艺,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225666/.m3u8
惊悚悬疑,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225665/.m3u8
精品大剧,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225670/.m3u8
精品记录,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225672/.m3u8
精品体育,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225674/.m3u8
军旅剧场,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225676/.m3u8
军事评论,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225668/.m3u8
明星大片,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225664/.m3u8
海外剧场,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225671/.m3u8
农业致富,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225683/.m3u8
武博世界,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225680/.m3u8
炫舞纬来,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225719/.m3u8
东北热剧,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225741/.m3u8
怡伴健康,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225673/.m3u8
中国功夫,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221225681/.m3u8
咪咕视频,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226398/.m3u8
晴彩广场舞,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226472/.m3u8
晴彩篮球,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226147/.m3u8
晴彩篮球,http://39.134.67.148/ottrrs.hl.chinamobile.com/hlj/yd/0/3221226469/.m3u8

黑莓电影,http://39.135.32.24:6610/PLTV/77777777/224/3221225740/index.m3u8?servicetype=1&IASHttpSessionId=OTT
爱情喜剧,http://39.134.65.164/PLTV/88888888/224/3221225533/1.m3u8
超级电视剧,http://39.134.65.179/PLTV/88888888/224/3221225637/1.m3u8
超级电影,http://39.134.65.164/PLTV/88888888/224/3221225644/1.m3u8
超级体育,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/1.m3u8
超级综艺,http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/1.m3u8
潮妈辣婆,http://39.134.65.164/PLTV/88888888/224/3221225542/1.m3u8
东北热剧,http://39.135.137.47:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/1.m3u8
动作电影,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/1.m3u8
古装剧场,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
海外剧场,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
黑莓电影,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/1.m3u8
欢乐剧场,http://39.134.65.173/PLTV/88888888/224/3221225682/1.m3u8
家庭剧场,http://39.134.65.166/PLTV/88888888/224/3221225538/1.m3u8
金牌综艺,http://39.134.65.173/PLTV/88888888/224/3221225525/1.m3u8
惊悚悬疑,http://39.134.65.166/PLTV/88888888/224/3221225553/1.m3u8
精品大剧,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
精品纪录,http://39.134.65.75:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
精品萌宠,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
精品体育,http://39.134.65.166/PLTV/88888888/224/3221225526/1.m3u8
精品综合,http://39.134.65.166/PLTV/88888888/224/3221225550/1.m3u8
军旅剧场,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
军事评论,http://39.134.65.166/PLTV/88888888/224/3221225535/1.m3u8
明星大片,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
农业致富,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/1.m3u8
热播精选,http://39.134.65.166/PLTV/88888888/224/3221225521/1.m3u8
武博世界,http://39.134.65.86/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
中国功夫,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
爱情戏剧,http://39.135.32.24:6610/PLTV/77777777/224/3221225698/index.m3u8?servicetype=1&IASHttpSessionId=OTT
超级电影,http://39.134.65.239/PLTV/88888888/224/3221225644/1.m3u8
超级体育,http://39.134.64.179:6610/PLTV/88888888/224/3221225715/index.m3u8?IASHttpSessionId=OTT3134320250320172558060494
超级综艺,http://39.134.65.207/PLTV/88888888/224/3221225642/1.m3u8
动作电影,http://39.135.32.24:6610/PLTV/77777777/224/3221225703/index.m3u8?servicetype=1&IASHttpSessionId=OTT
东北热剧,http://39.134.65.251/PLTV/88888888/224/3221225679/1.m3u8
古装剧场,http://39.135.32.24:6610/PLTV/77777777/224/3221225706/index.m3u8?servicetype=1&IASHttpSessionId=OTT
欢乐剧场,http://39.135.32.24:6610/PLTV/77777777/224/3221226049/index.m3u8?servicetype=1&IASHttpSessionId=OTT
热播精选,http://39.135.32.24:6610/PLTV/77777777/224/3221225763/index.m3u8?servicetype=1&IASHttpSessionId=OTT
军旅剧场,http://39.135.32.24:6610/PLTV/77777777/224/3221225727/index.m3u8?servicetype=1&IASHttpSessionId=OTT
精品大剧,http://39.135.32.24:6610/PLTV/77777777/224/3221225737/index.m3u8?servicetype=1&IASHttpSessionId=OTT
精品记录,http://39.135.32.24:6610/PLTV/77777777/224/3221225681/index.m3u8?servicetype=1&IASHttpSessionId=OTT
精品体育,http://39.135.32.24:6610/PLTV/77777777/224/3221225724/index.m3u8?servicetype=1&IASHttpSessionId=OTT
金牌综艺,http://39.135.32.24:6610/PLTV/77777777/224/3221225755/index.m3u8?servicetype=1&IASHttpSessionId=OTT
惊悚悬疑,http://39.135.32.24:6610/PLTV/77777777/224/3221225746/index.m3u8?servicetype=1&IASHttpSessionId=OTT
家庭剧场,http://39.135.32.24:6610/PLTV/77777777/224/3221225743/index.m3u8?servicetype=1&IASHttpSessionId=OTT
精品综合,http://39.135.32.24:6610/PLTV/77777777/224/3221225733/index.m3u8?servicetype=1&IASHttpSessionId=OTT
农业致富,http://39.135.32.24:6610/PLTV/77777777/224/3221225687/index.m3u8?servicetype=1&IASHttpSessionId=OTT
武博世界,http://39.135.32.24:6610/PLTV/77777777/224/3221225758/index.m3u8?servicetype=1&IASHttpSessionId=OTT
中国功夫,http://39.135.32.24:6610/PLTV/77777777/224/3221225690/index.m3u8?servicetype=1&IASHttpSessionId=OTT
超级电视剧,http://39.134.65.200/PLTV/88888888/224/3221225637/1.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
高清剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
睛彩篮球,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
睛彩篮球,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226147/index.m3u8
睛彩竞技,http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226124/index.m3u8
睛彩竞技,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226124/index.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
未知卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
纪实人文,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226437/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
纪实科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
凤凰中文,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226331/index.m3u8?servicetype=1$广西专线
凤凰资讯,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226324/index.m3u8?servicetype=1$广西专线
凤凰香港,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226321/index.m3u8?servicetype=1$广西专线
睛彩竞技,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225972/index.m3u8?servicetype=1$广西专线
睛彩篮球,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225961/index.m3u8?servicetype=1$广西专线
睛彩青少,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226055/index.m3u8?servicetype=1$广西专线
精品体育,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225724/index.m3u8?servicetype=1$广西专线
黑莓电影,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225740/index.m3u8?servicetype=1$广西专线
动作电影,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225703/index.m3u8?servicetype=1$广西专线
精品体育,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225724/index.m3u8?servicetype=1$广西专线
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8$广西专线
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8$广西专线
精品体育,http://39.135.32.24:6610/PLTV/77777777/224/3221225724/index.m3u8?servicetype=1&IASHttpSessionId=OTT$广西专线
超级体育,http://39.134.65.198/PLTV/88888888/224/3221225635/1.m3u8$广西专线
黑莓电影,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225740/index.m3u8?servicetype=1$广西专线
动作电影,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225703/index.m3u8?servicetype=1$广西专线
睛彩青少,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8$移动线路
睛彩竞技,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8$移动线路
睛彩篮球,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8$移动线路
睛彩篮球,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8$移动线路
睛彩篮球,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8$移动线路
黑莓电影,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8$移动线路
黑莓动画,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8$移动线路
黑莓电竞,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8$移动线路
超级电影,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8$移动线路
超级电视剧,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8$移动线路
超级综艺,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8$移动线路
超级体育,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8$移动线路
精品大剧,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8$移动线路
精品纪录,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8$移动线路
精品体育,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8$移动线路
金牌综艺,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8$移动线路
东北热剧,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8$移动线路
动作电影,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8$移动线路
家庭剧场,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8$移动线路
军旅剧场,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8$移动线路
古装剧场,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8$移动线路
爱情喜剧,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8$移动线路
欢乐剧场,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8$移动线路
明星大片,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8$移动线路
海外剧场,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8$移动线路
惊悚悬疑,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8$移动线路
军事评论,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8$移动线路
怡伴健康,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8$移动线路
武搏世界,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8$移动线路
中国功夫,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8$移动线路
农业致富,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8$移动线路
潮妈辣婆,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8$移动线路
炫舞未来,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8$移动线路
超级电视剧,http://39.135.133.157/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225664/index.m3u8$移动线路
超级综艺,http://39.135.133.157/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225671/index.m3u8$移动线路
超级体育,http://39.135.133.157/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225680/index.m3u8$移动线路





👉影视专区👈,#genre#


周星驰1,http://103.193.151.146/huya.php?id=11342412
周星驰2,http://103.193.151.146/huya.php?id=11336587
李连杰,http://103.193.151.146/huya.php?id=11342390
甄子丹,http://103.193.151.146/huya.php?id=11352935
林正英,http://103.193.151.146/huya.php?id=11342421
周润发,http://103.193.151.146/huya.php?id=11342387
成龙,http://103.193.151.146/huya.php?id=11342386
王晶,http://103.193.151.146/huya.php?id=11602058
沈腾,http://103.193.151.146/huya.php?id=11601968
黄渤,http://103.193.151.146/huya.php?id=11352876
强森,http://103.193.151.146/huya.php?id=21059581
洪金宝,http://103.193.151.146/huya.php?id=11279251
梁家辉,http://103.193.151.146/huya.php?id=11342429
刘德华,http://103.193.151.146/huya.php?id=11342424
斯坦森,http://103.193.151.146/huya.php?id=21059588
许冠英,http://103.193.151.146/huya.php?id=11601972
五福星,http://103.193.151.146/huya.php?id=11282233
邱淑贞,http://103.193.151.146/huya.php?id=11352949
古天乐,http://103.193.151.146/huya.php?id=11602041
徐克,http://103.193.151.146/huya.php?id=11352909
冯小刚,http://103.193.151.146/huya.php?id=11352906

漫威,http://103.193.151.146/huya.php?id=11602034
宇宙,http://103.193.151.146/huya.php?id=11342428
怪兽,http://103.193.151.146/huya.php?id=21059577
武侠,http://103.193.151.146/huya.php?id=11342427
警匪,http://103.193.151.146/huya.php?id=11352886
罪犯,http://103.193.151.146/huya.php?id=11352962
枪战,http://103.193.151.146/huya.php?id=21059579
海盗,http://103.193.151.146/huya.php?id=21059595
赛车,http://103.193.151.146/huya.php?id=11279247
推荐,http://103.193.151.146/huya.php?id=11602041
救援,http://103.193.151.146/huya.php?id=21059594
热血,http://103.193.151.146/huya.php?id=11352934
盗墓,http://103.193.151.146/huya.php?id=21059552
贺岁,http://103.193.151.146/huya.php?id=11601971
玄幻,http://103.193.151.146/huya.php?id=11342414
谍战,http://103.193.151.146/huya.php?id=21059585
战争,http://103.193.151.146/huya.php?id=21059592
喜剧,http://103.193.151.146/huya.php?id=11352877
港片,http://103.193.151.146/huya.php?id=11602043
国产,http://103.193.151.146/huya.php?id=11352973
电影_小鬼头,http://103.193.151.146/huya.php?id=11352963
电影_八点档,http://103.193.151.146/huya.php?id=880261
电影_蜘蛛侠,http://103.193.151.146/huya.php?id=21059599
电影_贺岁片,http://103.193.151.146/huya.php?id=11601986
电影_功夫片,http://103.193.151.146/huya.php?id=11352941
电影_黑帮片,http://103.193.151.146/huya.php?id=11336719
电影_丧尸片,http://103.193.151.146/huya.php?id=21059578
电影_灾难片,http://103.193.151.146/huya.php?id=11602075
电影_谍战片,http://103.193.151.146/huya.php?id=21059587
电影_战争片,http://103.193.151.146/huya.php?id=21059574
电影_犯罪片,http://103.193.151.146/huya.php?id=11352974
电影_古装片,http://103.193.151.146/huya.php?id=11336590
电影_高分动作,http://103.193.151.146/huya.php?id=11352884
电影_动作电影,http://103.193.151.146/huya.php?id=11602077
电影_搞笑喜剧,http://103.193.151.146/huya.php?id=11342423
电影_喜剧专场,http://103.193.151.146/huya.php?id=11602044
电影_欢笑影院,http://103.193.151.146/huya.php?id=11352894
电影_不挤影院,http://103.193.151.146/huya.php?id=11352897
电影_国产悬疑,http://103.193.151.146/huya.php?id=11342395
电影_快意江湖,http://103.193.151.146/huya.php?id=11342435
电影_黑帮斗争,http://103.193.151.146/huya.php?id=11342419
电影_嫣然影厅,http://103.193.151.146/huya.php?id=11601977
电影_许氏三杰,http://103.193.151.146/huya.php?id=11602033
电影_经典港片,http://103.193.151.146/huya.php?id=11352965
电影_镖行天下,http://103.193.151.146/huya.php?id=11352969
电影_高能反转,http://103.193.151.146/huya.php?id=11352887
电影_喜乐影院,http://103.193.151.146/huya.php?id=21059580
电影_自由影厅,http://103.193.151.146/huya.php?id=11601981
电影_搞笑恐怖,http://103.193.151.146/huya.php?id=11601960
电影_死神来了,http://103.193.151.146/huya.php?id=11352903
电影_变形金刚,http://103.193.151.146/huya.php?id=21059596
电影_怪兽系列,http://103.193.151.146/huya.php?id=21059554










周星驰1,https://fmbox.cc/huya.php?id=11342412
周星驰2,https://fmbox.cc/huya.php?id=11336587
李连杰,https://fmbox.cc/huya.php?id=11342390
洪金宝,https://fmbox.cc/huya.php?id=11279251
梁家辉,https://fmbox.cc/huya.php?id=11342429
许冠英,https://fmbox.cc/huya.php?id=11601972
刘德华,https://fmbox.cc/huya.php?id=11342424
斯坦森,https://fmbox.cc/huya.php?id=21059588
林正英,https://fmbox.cc/huya.php?id=11342421
周润发,https://fmbox.cc/huya.php?id=11342387
成龙,https://fmbox.cc/huya.php?id=11342386
明星大片,https://fmbox.cc/huya.php?id=11602058
沈腾,https://fmbox.cc/huya.php?id=11601968
黄渤,https://fmbox.cc/huya.php?id=11352876
强森,https://fmbox.cc/huya.php?id=21059581
漫威,https://fmbox.cc/huya.php?id=11602034
宇宙,https://fmbox.cc/huya.php?id=11342428
怪兽,https://fmbox.cc/huya.php?id=21059577
陆小凤,https://fmbox.cc/huya.php?id=11342427
警匪,https://fmbox.cc/huya.php?id=11352886
罪犯,https://fmbox.cc/huya.php?id=11352962
枪战,https://fmbox.cc/huya.php?id=21059579
赛车,https://fmbox.cc/huya.php?id=11279247
推荐,https://fmbox.cc/huya.php?id=11602041
热血,https://fmbox.cc/huya.php?id=11352934
盗墓,https://fmbox.cc/huya.php?id=21059552
贺岁,https://fmbox.cc/huya.php?id=11601971
玄幻,https://fmbox.cc/huya.php?id=11342414
谍战,https://fmbox.cc/huya.php?id=21059585
喜剧,https://fmbox.cc/huya.php?id=11352877
港片,https://fmbox.cc/huya.php?id=11602043
国产,https://fmbox.cc/huya.php?id=11352973
搞笑喜剧,https://fmbox.cc/huya.php?id=11342423
国产悬疑,https://fmbox.cc/huya.php?id=11342395
快意江湖,https://fmbox.cc/huya.php?id=11342435
黑帮斗争,https://fmbox.cc/huya.php?id=11342419
斯坦森,http://cdn.jdshipin.com:8880/huya.php?id=21059588





JJ斗地主,http://zzy789.xyz/douyu1.php?id=488743
JJ斗地主,http://huanqiuzhibo.cn/manifest/douyu.php?id=488743
JJ斗地主,http://i.880824.xyz:35455/douyu/488743














👉格斗专区👈,#genre#



UFC格斗之夜1,https://txmov2.a.yximgs.com/bs3/video-hls/5189554226836202631_hlsb.m3u8?pkey=AAXSV7JAeO9odQjnMgyNIfPEebdRZsIbqDtZjPmCcngq2T3CpRqckqi4KWLMTP6c530T9vGf4V4Bhg9Zcy5rxoPU7dgU_WZCVRaBoyDNV2K2QZ93qPGe-Jav6ZOTDAYZP1k
UFC格斗之夜2,https://txmov2.a.yximgs.com/bs3/video-hls/5189554226836202631_hlsb.m3u8?pkey=AAXSV7JAeO9odQjnMgyNIfPEebdRZsIbqDtZjPmCcngq2T3CpRqckqi4KWLMTP6c530T9vGf4V4Bhg9Zcy5rxoPU7dgU_WZCVRaBoyDNV2K2QZ93qPGe-Jav6ZOTDAYZP1k
UFC格斗之夜3,https://txmov2.a.yximgs.com/bs3/video-hls/5189554226836202631_hlsb.m3u8?pkey=AAXSV7JAeO9odQjnMgyNIfPEebdRZsIbqDtZjPmCcngq2T3CpRqckqi4KWLMTP6c530T9vGf4V4Bhg9Zcy5rxoPU7dgU_WZCVRaBoyDNV2K2QZ93qPGe-Jav6ZOTDAYZP1k
UFC格斗之夜4,https://txmov2.a.yximgs.com/bs3/video-hls/5189554226836202631_hlsb.m3u8?pkey=AAXSV7JAeO9odQjnMgyNIfPEebdRZsIbqDtZjPmCcngq2T3CpRqckqi4KWLMTP6c530T9vGf4V4Bhg9Zcy5rxoPU7dgU_WZCVRaBoyDNV2K2QZ93qPGe-Jav6ZOTDAYZP1k
UFC格斗之夜5,https://txmov2.a.yximgs.com/bs3/video-hls/5189554226836202631_hlsb.m3u8?pkey=AAXSV7JAeO9odQjnMgyNIfPEebdRZsIbqDtZjPmCcngq2T3CpRqckqi4KWLMTP6c530T9vGf4V4Bhg9Zcy5rxoPU7dgU_WZCVRaBoyDNV2K2QZ93qPGe-Jav6ZOTDAYZP1k
